Location,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
PhilipsManolo,1981, 442.8 , 72.3 , 60.7 , 28.2 , 241.4 , 197.2 , 406.1 , 92.2 , 284.5 , 229.5 , 185.5 , 129.3 
MalukoManolo,1974, 174 , 127 , 77 , 98 , 206 , 353 , 257 , 128 , 261 , 377 , 178 , 257 
MalukoManolo,1975, 279 , 148 , 155 , 183 , 423 , 444 , 225 , 205 , 266 , 257 , 201 , 131 
MalukoManolo,1976, 268 , 119 , 63 , 100 , 178 , 256 , 101 , 268 , 178 , 178 , 267 , 129 
MalukoManolo,1977, 135 , 277 , 78 , 19 , 175 , 254 , 437 , 333 , 115 , 121 , 203 , 49 
MalukoManolo,1978, 126 , 72 , 96 , 111 , 123 , 333 , 228 , 418 , 235 , 261 , 204 , 211 
MalukoManolo,1979, 49 , 20 , 56 , 42 , 210 , 480 , 296 , 100 , 148 , 184 , 181 , 200 
MalukoManolo,1980, 187 , 126 , 15 , 135 , 125 , 353 , 257 , 242 , 200 , 230 , 206 , 163 
Sasa,1952, 33.9 , 70.6 , 20.1 , 167.0 , 154.7 , 192.5 , 151.3 , 87.1 , 231.7 , 113.5 , 238.2 , 241.8 
Sasa,1953, 211.2 , 71.6 , 24.7 , 105.6 , 305.0 , 252.2 , 281.5 , 158.8 , 197.1 , 166.8 , 281.0 , 61.5 
Sasa,1954, 19.2 , 114.8 , 129.8 , 131.8 , 180.1 , 183.7 , 375.2 , 231.7 , 87.8 , 193.0 , 117.6 , 588.3 
Sasa,1955, 175.2 , 16.7 , 139.1 , 137.8 , 245.1 , 205.6 , 221.8 , 99.1 , 193.2 , 264.9 , 153.6 , 154.2 
Sasa,1956, 151.3 , 175.8 , 45.0 , 192.1 , 231.5 , 123.0 , 168.5 , 162.3 , 268.2 , 206.5 , 161.0 , 299.4 
Sasa,1957, 157.8 , 122.5 , 58.5 , 178.2 , 268.7 , 209.5 , 217.1 , 68.1 , 78.9 , 186.0 , 136.8 , 44.2 
Sasa,1958, 57.6 , 13.6 , 42.5 , 70.1 , 374.2 , 225.3 , 57.9 , 272.6 , 183.3 , 70.6 , 153.1 , 101.9 
Sasa,1959, 108.3 , 19.9 , 85.9 , 134.1 , 247.7 , 233.5 , 203.3 , 144.5 , 145.5 , 236.6 , 146.3 , 86.6 
Sasa,1960, 58.3 , 77.1 , 145.5 , 93.4 , 138.6 , 185.6 , 309.5 , 155.8 , 137.8 , 170.0 , 120.3 , 133.0 
Sasa,1961, 142.8 , 258.1 , 57.5 , 165.3 , 161.0 , 195.2 , 128.5 , 175.6 , 112.1 , 163.2 , 89.9 , 173.5 
Sasa,1962, 248.6 , 230.6 , 92.5 , 256.6 , 214.7 , 114.8 , 204.7 , 52.0 , 188.7 , 138.2 , 131.6 , 86.0 
Sasa,1963, 63.4 , 102.8 , 144.8 , 107.8 , 154.0 , 21.4 , 388.1 , 119.1 , 184.1 , 151.8 , 82.0 , 57.5 
Sasa,1964, 48.5 , 220.1 , 79.6 , 270.6 , 263.7 , 148.3 , 92.4 , 140.1 , 111.3 , 116.1 , 103.1 , 84.1 
Sasa,1965, 170.0 , 180.8 , 179.6 , 262.6 , 178.2 , 194.2 , 85.6 , 186.1 , 278.7 , 24.6 , 128.3 , 135.0 
Sasa,1966, 142.0 , 27.0 , 30.5 , 120.3 , 478.2 , 49.5 , 149.3 , 153.6 , 157.6 , 193.5 , 225.1 , 97.1 
Sasa,1967, 96.6 , 64.3 , 92.1 , 138.5 , 224.2 , 100.9 , 146.6 , 37.9 , 61.4 , 96.5 , 40.0 , 29.0 
Sasa,1968, 222.2 , 26.9 , 39.9 , 29.2 , 245.6 , 49.5 , 171.7 , 261.2 , 126.8 , 228.1 , 74.5 , 75.6 
Sasa,1969, 151.3 , 96.8 , 57.3 , 89.8 , 174.6 , 295.0 , 86.8 , 177.7 , 291.2 , 159.7 , 246.7 , 177.3 
Sasa,1970, 101.3 , 200.3 , 119.8 , 49.4 , 141.6 , 122.1 , 249.8 , 239.2 , 168.7 , 176.3 , 138.6 , 85.9 
Sasa,1971, 145.2 , 70.1 , 14.6 , 325.6 , 325.6 , 313.8 , 125.6 , 246.5 , 329.1 , 125.4 , 184.0 , 79.6 
Sasa,1972, 63.1 , 148.6 , 199.8 , 282.7 , 425.9 , 221.7 , 33.7 , 193.3 , 302.8 , 177.2 , 133.0 , 43.2 
Sasa,1973, 4.3 , 19.9 , 41.3 , 108.5 , 122.6 , 133.3 , 266.8 , 346.6 , 320.1 , 73.6 , 247.4 , 84.0 
Sasa,1974, 130.8 , 156.1 , 32.6 , 265.6 , 47.6 , 204.9 , 101.1 , 59.4 , 154.2 , 130.6 , 136.0 , 84.6 
Sasa,1975, 95.1 , 71.9 , 146.0 , 87.4 , 178.8 , 249.9 , 139.9 , 218.4 , 196.5 , 138.2 , 123.7 , 227.0 
Sasa,1976, 88.0 , 55.9 , 69.4 , 64.4 , 111.6 , 189.1 , 77.7 , 299.3 , 157.5 , 177.2 , 126.5 , 81.7 
Sasa,1977, 177.5 , 130.3 , 55.5 , 13.5 , 85.3 , 243.9 , 174.1 , 197.7 , 82.7 , 349.3 , 89.4 , 27.4 
Sasa,1978, 51.7 , 116.9 , 17.5 , 61.2 , 273.4 , 220.1 , 147.9 , 188.8 , 125.1 , 229.3 , 67.0 , 123.1 
Sasa,1979, 37.0 , 32.5 , 104.0 , 101.9 , 285.7 , 325.9 , 127.1 , 70.0 , 246.9 , 163.3 , 118.9 , 91.0 
Sasa,1980, 173.4 , 124.6 , 15.6 , 178.9 , 196.8 , 519.0 , 170.3 , 183.0 , 78.5 , 176.1 , 127.8 , 231.8 
Sasa,1981, 166.4 , 120.8 , 57.4 , 174.2 , 168.2 , 159.6 , 75.8 , 106.5 , 214.2 , 192.8 , 175.2 , 70.3 
Sasa,1982, 174.1 , 100.1 , 48.4 , 198.3 , 108.1 , 259.0 , 131.7 , 247.1 , 135.5 , 87.1 , 239.4 , 23.3 
Sasa,1983, 59.8 , 14.8 , 11.2 , 15.4 , 106.6 , 221.8 , 321.7 , 258.7 , 174.2 , 134.0 , 114.2 , 194.6 
Sasa,1984, 89.3 , 120.8 , 160.0 , 99.5 , 80.7 , 183.8 , 100.4 , 51.4 , 148.3 , 156.1 , 76.3 , 75.2 
Sasa,1985, 65.7 , 61.9 , 77.8 , 305.5 , 222.9 , 42.4 , 170.1 , 325.7 , 206.8 , 456.7 , 145.1 , 111.9 
Sasa,1986, 303.3 , 75.3 , 80.8 , 39.5 , 102.8 , 262.1 , 130.0 , 45.7 , 229.8 , 134.2 , 135.9 , 8.4 
Sasa,1987, 137.0 , 114.1 , 13.6 , 92.9 , 155.7 , 223.7 , 111.1 , 236.2 , 86.4 , 335.3 , 67.2 , 137.4 
Sasa,1988, 27.6 , 103.2 , 353.8 , 301.8 , 211.4 , 164.2 , 130.8 , 148.9 , 360.0 , 142.9 , 66.7 , 83.4 
Sasa,1989, 121.8 , 108.0 , 192.1 , 180.5 , 214.1 , 295.7 , 61.3 , 216.1 , 92.7 , 117.9 , 160.9 , 89.2 
Sasa,1990, 37.0 , 41.5 , 51.8 , 172.7 , 251.0 , 102.1 , 215.6 , 202.3 , 228.6 , 182.3 , 134.5 , 65.6 
Sasa,1991, 152.2 , 95.7 , 13.3 , 133.5 , 194.5 , 183.9 , 143.2 , 99.5 , 39.4 , 59.7 , 213.1 , 11.4 
Sasa,1992, 5.5 , 1.4 , 3.5 , 5.0 , 100.0 , 220.8 , 273.3 , 73.5 , 139.2 , 79.1 , 178.8 , 96.3 
Sasa,1993, 103.0 , 118.4 , 95.9 , 234.0 , 91.3 , 92.8 , 296.3 , 120.4 , 390.8 , 58.5 , 72.3 , 179.4 
Sasa,1994, 53.7 , 77.6 , 101.8 , 244.7 , 234.4 , 353.1 , 58.0 , 386.6 , 111.4 , 148.5 , 59.4 , 79.0 
Sasa,1995, 99.5 , 185.3 , 119.0 , 73.1 , 167.3 , 108.8 , 184.3 , 236.8 , 194.1 , 124.0 , 137.5 , 206.3 
Sasa,1996, 215.4 , 109.5 , 43.1 , 45.5 , 130.1 , 159.8 , 139.8 , 105.3 , 103.4 , 183.2 , 224.4 , 47.6 
Sasa,1997, 303.4 , 156.9 , 119.1 , 133.8 , 170.7 , 60.0 , 100.6 , 45.4 , 170.3 , 449.3 , 31.8 , 71.8 
Sasa,1998, 43.4 , 24.7 , 7.1 , 30.6 , 160.4 , 149.3 , 144.5 , 94.1 , 229.8 , 206.2 , 169.3 , 86.8 
Sasa,1999, 307.1 , 135.4 , 290.5 , 173.6 , 220.2 , 177.5 , 115.1 , 157.8 , 214.8 , 89.8 , 104.3 , 257.1 
Sasa,2000, 337.0 , 303.9 , 231.5 , 98.8 , 94.4 , 188.4 , 175.0 , 257.2 , 58.6 , 279.8 , 199.1 , 133.8 
Sasa,2001, 98.0 , 76.2 , 113.7 , 61.1 , 67.9 , 112.9 , 226.5 , 152.4 , 161.2 , 99.1 , 193.1 , 85.8 
Sasa,2002, 127.9 , 160.6 , 38.8 , 40.8 , 107.5 , 357.7 , 51.1 , 204.8 , 185.3 , 129.5 , 202.5 , 30.8 
Sasa,2003, 108.4 , 176.3 , 120.5 , 115.5 , 144.9 , 141.2 , 192.9 , 144.3 , 52.3 , 211.9 , 149.0 , 202.1 
Sasa,2004, 100.1 , 181.2 , 172.7 , 171.5 , 223.1 , 94.2 , 184.0 , 16.2 , 280.9 , 181.5 , 89.0 , 258.3 
Sasa,2005, 64.0 , 17.0 , 22.4 , 67.7 , 151.2 , 183.4 , 205.2 , 166.7 , 137.3 , 158.1 , 68.5 , 68.5 
Sasa,2006, 194.5 , 194.5 , 225.4 , 59.9 , 195.9 , 287.5 , 188.9 , 168.8 , 188.9 , 186.2 , 107.6 , 81.3 
Sasa,2007, 152.1 , 116.9 , 87.2 , 72.0 , 214.4 , 162.4 , 161.5 , 318.5 , 77.0 , 249.0 , 92.0 , 126.6 
Sasa,2008, 172.6 , 161.3 , 226.5 , 115.9 , 167.8 , 391.8 , 178.7 , 60.7 , 324.7 , 175.8 , 310.9 , 68.1 
Sasa,2009, 232.8 , 175.1 , 92.6 , 158.9 , 185.2 , 193.9 , 240.7 , 175.6 , 109.0 , 59.3 , 137.1 , 47.0 
Sasa,2010, 157.5 , 16.0 , 52.9 , 124.0 , 57.3 , 87.8 , 251.6 , 281.8 , 117.6 , 179.7 , 88.0 , 199.6 
Sasa,2011, 231.8 , 144.9 , 97.2 , 225.7 , 175.9 , 243.2 , 205.1 , 261.5 , 304.9 , 177.6 , 116.9 , 160.4 
Sasa,2012, 130.7 , 204.4 , 154.4 , 125.0 , 155.7 , 172.4 , 223.7 , 211.4 , 92.0 , 154.1 , 126.8 , 247.6 
Sasa,2013, 430.5 , 212.0 , 60.0 , 124.1 , 60.0 , 186.4 , 129.1 , 185.6 , 112.3 , 332.6 , 192.6 , 59.6 
BagoOshiro,1976, 142.5 , 93.9 , 134.5 , 59.5 , 62.7 , 217.8 , 364.7 , 375.8 , 133.6 , 303.7 , 178.2 , 111.4 
BagoOshiro,1977, 63.3 , 106.3 , 80.6 , 24.6 , 240.6 , 403.5 , 299.3 , 384.0 , 174.8 , 303.5 , 256.2 , 76.8 
BagoOshiro,1978, 92.0 , 93.4 , 28.7 , 88.9 , 303.1 , 279.6 , 74.2 , 124.9 , 180.4 , 166.5 , 216.3 , 80.0 
BagoOshiro,1979, 21.2 , 38.9 , 166.3 , 79.4 , 256.6 , 402.2 , 215.0 , 251.8 , 215.2 , 164.5 , 67.2 , 177.9 
BagoOshiro,1980, 196.0 , 92.8 , 134.5 , 176.7 , 95.0 , 560.4 , 239.1 , 127.6 , 139.3 , 258.9 , 127.5 , 369.9 
BagoOshiro,1981, 131.4 , 93.8 , 37.4 , 176.7 , 216.4 , 226.9 , 92.9 , 75.2 , 286.5 , 237.5 , 278.4 , 76.8 
BagoOshiro,1982, 179.2 , 67.1 , 118.4 , 182.1 , 373.0 , 492.3 , 121.6 , 370.9 , 132.9 , 102.8 , 238.8 , 126.9 
BagoOshiro,1983, 101.6 , 20.1 , 8.7 , 27.7 , 327.2 , 312.2 , 298.3 , 306.1 , 143.2 , 313.1 , 272.6 , 93.6 
BagoOshiro,1984, 42.3 , 98.1 , 49.7 , 190.4 , 267.5 , 326.7 , 190.5 , 171.8 , 269.1 , 70.0 , 93.5 , 150.3 
BagoOshiro,1985, 57.2 , 25.7 , 119.4 , 60.8 , 429.5 , 118.6 , 87.7 , 188.4 , 228.6 , 325.0 , 114.9 , 163.1 
BagoOshiro,1986, 205.2 , 50.6 , 134.4 , 121.6 , 208.2 , 300.6 , 150.6 , 91.0 , 261.8 , 178.2 , 211.4 , 9.7 
BagoOshiro,1987, 87.6 , 89.5 , 28.6 , 145.0 , 255.9 , 148.8 , 221.0 , 339.0 , 279.4 , 217.2 , 47.0 , 57.6 
BagoOshiro,1988, 27.0 , 61.2 , 195.2 , 144.4 , 323.8 , 179.8 , 75.6 , 191.6 , 332.4 , 128.0 , 128.1 , 187.4 
BagoOshiro,1989, 78.0 , 82.0 , 135.3 , 197.6 , 236.7 , 238.0 , 59.4 , 105.2 , 225.5 , 195.3 , 175.0 , 157.0 
BagoOshiro,1990, 87.0 , 26.7 , 56.5 ,, 265.0 , 303.4 , 153.2 , 245.5 , 124.4 , 70.5 , 387.8 , 75.6 
BagoOshiro,1991, 142.6 , 23.5 , 19.0 , 169.2 , 403.1 , 212.0 , 102.0 , 166.4 , 61.3 , 164.4 , 129.5 , 59.6 
BagoOshiro,1992, 142.5 , 93.9 , 134.5 , 176.7 , 278.1 , 293.0 , 239.1 , 191.2 , 233.4 , 28.4 , 142.6 , 60.4 
BagoOshiro,1993, 89.8 , 44.2 , 228.4 , 110.8 , 265.0 , 152.8 , 586.0 , 393.0 , 574.2 , 99.9 , 114.4 , 262.2 
BagoOshiro,1994, 57.4 , 52.8 , 112.4 , 241.0 , 470.7 , 434.3 , 94.2 , 166.6 , 44.0 , 230.5 , 152.1 , 74.0 
BagoOshiro,1995, 142.5 , 93.9 , 134.5 , 27.0 , 202.1 , 535.2 , 152.1 , 259.3 , 171.9 , 325.7 , 135.9 , 238.9 
BagoOshiro,1996, 198.7 , 97.2 , 129.1 , 293.6 , 204.1 , 137.2 , 362.4 , 316.3 , 281.6 , 348.9 , 234.8 , 86.0 
BagoOshiro,1997, 556.3 , 97.9 , 119.0 , 388.0 , 358.1 , 241.9 , 225.4 , 161.6 , 292.2 , 351.4 , 154.0 , 59.5 
BagoOshiro,1998, 21.6 , 44.2 , 8.5 , 37.8 , 187.7 , 293.2 , 287.6 , 255.1 , 308.6 , 204.7 , 244.7 , 209.0 
BagoOshiro,1999, 256.6 , 119.8 , 351.7 , 357.1 , 274.7 , 177.9 , 416.8 , 391.0 , 158.8 , 193.5 , 216.0 , 317.3 
BagoOshiro,2000, 269.8 , 392.2 , 258.9 , 528.2 , 392.1 , 355.4 , 189.4 , 432.7 , 221.7 , 261.4 , 111.9 , 193.0 
BagoOshiro,2001, 130.8 , 91.4 , 259.3 , 155.5 , 210.0 , 199.5 , 383.3 , 188.4 , 275.6 , 332.0 , 425.1 , 232.6 
BagoOshiro,2002, 160.3 , 179.0 , 74.4 , 166.9 , 642.1 , 247.5 , 228.0 , 96.2 , 309.9 , 307.4 , 303.2 , 78.4 
BagoOshiro,2003, 70.1 , 177.4 , 123.2 , 232.1 , 541.9 , 243.2 , 337.4 , 436.8 , 109.8 , 335.6 , 221.4 , 275.1 
BagoOshiro,2004, 159.6 , 126.3 , 148.7 , 231.5 , 331.1 , 100.9 , 431.2 , 109.6 , 312.9 , 212.6 , 150.7 , 230.6 
BagoOshiro,2005, 104.0 , 38.6 , 70.5 , 192.1 , 216.5 , 267.9 , 187.4 , 369.0 , 201.9 , 220.2 , 139.4 , 305.5 
BagoOshiro,2006, 151.4 , 125.3 , 280.9 , 98.9 , 248.8 , 293.6 , 254.3 , 428.1 , 175.2 , 288.5 , 201.3 , 106.3 
BagoOshiro,2007, 162.9 , 79.2 , 78.4 , 282.7 , 282.7 , 438.4 , 251.9 , 392.7 , 172.7 , 306.9 , 166.6 , 154.4 
BagoOshiro,2008, 169.5 , 100.0 , 265.2 , 145.4 , 162.6 , 467.7 , 293.4 , 269.6 , 184.3 , 227.4 , 132.6 , 104.5 
BagoOshiro,2009, 311.0 , 198.4 , 235.8 , 285.0 , 177.8 , 235.3 , 368.1 , 199.1 , 101.1 , 116.4 , 161.6 , 73.3 
BagoOshiro,2010, 123.8 , 28.5 , 266.2 , 110.8 , 86.4 , 241.3 , 359.1 , 280.6 , 178.3 , 250.3 , 143.0 , 264.8 
BagoOshiro,2011, 196.9 , 136.9 , 116.7 , 279.4 , 213.2 , 470.1 , 214.7 , 213.4 , 249.7 , 279.1 , 210.9 , 112.5 
BagoOshiro,2012, 142.8 , 333.4 , 135.6 , 206.7 , 177.2 , 239.5 , 324.6 , 260.6 , 221.1 , 429.3 , 163.2 , 183.6 
BagoOshiro,2013, 376.8 , 246.3 , 109.4 , 190.0 , 170.5 , 241.0 , 310.4 , 216.7 , 119.0 , 216.7 , 178.4 , 178.4 
Impasug-ong,1975, 234.6 , 174.2 , 161.7 , 67.3 , 211.0 , 334.9 , 409.9 , 88.1 , 464.1 , 169.0 , 26.2 , 37.1 
Impasug-ong,1976, 457.3 , 14.6 , 32.7 , 1.9 , 177.6 , 311.0 , 58.2 , 404.4 , 157.7 , 51.2 , 208.5 , 171.9 
Impasug-ong,1977, 85.6 , 162.0 , 40.8 , 54.8 , 270.0 , 203.0 , 394.0 , 354.0 , 60.0 , 176.0 , 234.0 , 38.1 
Impasug-ong,1978, 126.0 , 39.3 , 19.6 , 195.0 , 201.0 , 588.0 , 227.0 , 426.0 , 377.0 , 381.0 , 261.0 , 285.0 
Impasug-ong,1979, 7.5 , 5.0 , 85.9 , 112.5 , 173.5 , 414.4 , 266.4 , 251.8 , 328.2 , 298.2 , 285.5 , 377.0 
Impasug-ong,1980, 459.7 , 145.7 , 20.3 , 115.0 , 131.0 , 439.6 , 225.5 , 398.9 , 317.5 , 647.0 , 137.7 , 190.7 
Impasug-ong,1981, 550.2 , 89.5 , 87.1 , 14.0 , 379.6 , 382.7 , 408.1 , 147.7 , 410.2 , 157.4 , 477.3 , 74.9 
Impasug-ong,1982, 423.0 , 170.9 , 69.6 , 91.7 , 168.6 , 109.7 , 166.5 , 160.4 , 315.0 , 128.0 , 107.2 , 111.5 
Impasug-ong,1983, 41.0 , 3.2 , 6.4 , 8.4 , 106.4 , 303.1 , 379.4 , 301.3 , 254.1 , 176.2 , 156.8 , 91.3 
Impasug-ong,1984, 156.3 , 122.5 , 145.4 , 262.5 , 350.2 , 226.4 , 267.6 , 138.7 , 289.8 , 225.2 , 82.1 , 105.5 
Impasug-ong,1985, 196.2 , 29.4 , 47.6 , 129.3 , 244.9 , 183.2 , 330.4 , 109.2 , 249.6 , 249.6 , 175.8 , 247.7 
Impasug-ong,1986, 159.8 , 31.6 , 120.5 , 97.0 , 146.9 , 429.0 , 543.0 , 281.3 , 226.5 , 212.9 , 210.2 , 101.8 
Impasug-ong,1990, 119.3 , 5.9 , 54.1 , 37.7 , 172.4 , 253.4 , 269.1 , 186.1 , 229.1 , 220.3 , 346.4 , 38.1 
Impasug-ong,1991, 139.0 , 60.7 , 29.2 , 245.5 , 126.4 , 224.8 , 272.7 , 120.2 , 149.2 , 218.3 , 155.4 , 18.7 
Impasug-ong,1992, 27.1 , 5.8 , 7.2 , 9.0 , 83.2 , 245.5 , 231.8 , 203.5 , 193.6 , 275.1 , 151.1 , 115.1 
Impasug-ong,1993, 30.8 , 153.8 , 88.1 , 144.7 , 75.7 , 196.6 , 324.4 , 143.3 , 349.2 , 381.6 , 139.5 , 241.6 
Impasug-ong,1994, 173.0 , 63.0 , 115.2 , 147.3 , 177.0 , 319.7 , 90.5 , 233.6 , 261.9 , 178.7 , 105.2 , 101.3 
Impasug-ong,1995, 139.9 , 55.9 , 117.7 , 42.5 , 180.3 , 301.3 , 325.4 , 113.0 , 139.6 , 158.5 , 162.2 , 298.3 
Impasug-ong,1996, 230.6 , 164.4 , 54.7 , 234.6 , 222.9 , 295.0 , 227.5 , 275.1 , 252.3 , 181.2 , 182.7 , 61.7 
Impasug-ong,1997, 161.8 , 68.5 , 130.4 , 84.5 , 208.2 , 272.4 , 177.2 , 201.4 , 364.9 , 301.1 , 97.9 , 110.1 
Impasug-ong,1998, 211.1 , 11.5 , 4.3 , 20.1 , 73.8 , 253.5 , 389.1 , 161.4 , 200.5 , 171.7 , 247.7 , 145.7 
Impasug-ong,1999, 308.5 , 288.7 , 151.1 , 303.3 , 295.8 , 204.6 , 249.8 , 187.1 , 268.7 , 167.2 , 146.6 , 182.2 
Impasug-ong,2000, 124.5 , 93.2 , 315.3 , 90.3 , 224.5 , 464.3 , 165.8 , 166.3 , 140.6 , 369.6 , 242.6 , 159.7 
Impasug-ong,2001, 76.9 , 128.8 , 189.0 , 33.4 , 325.4 , 246.6 , 167.9 , 230.8 , 192.7 , 177.1 , 230.3 , 130.2 
Impasug-ong,2008, 274.9 , 204.7 , 198.4 , 303.1 , 299.3 , 338.8 , 318.5 , 237.4 , 299.4 , 341.0 , 178.1 , 202.9 
Impasug-ong,2009, 468.8 , 309.8 , 59.7 , 304.5 , 439.8 , 314.1 , 408.6 , 188.1 , 193.8 , 267.8 , 316.2 , 54.2 
Impasug-ong,2010, 242.1 , 33.9 , 43.6 , 61.3 , 249.0 , 559.3 , 467.1 , 451.4 , 346.7 , 312.9 , 355.8 , 129.3 
Impasug-ong,2011, 365.9 , 311.3 , 201.1 , 201.6 , 386.6 , 536.3 , 397.6 , 275.0 , 209.0 , 359.8 , 226.7 , 411.0 
Impasug-ong,2012, 131.1 , 367.8 , 291.4 , 148.5 , 507.7 , 253.0 , 441.0 , 346.0 , 320.6 , 199.7 , 108.5 , 311.8 
Damilag,2001, 61.5 , 104.1 , 137.7 , 145.5 , 276.1 , 323.9 , 275.8 , 250.2 , 214.1 , 202.4 , 241.8 , 139.2 
Damilag,2002, 58.9 , 98.3 , 72.1 , 30.5 , 235.0 , 275.6 , 223.0 , 308.6 , 322.1 , 234.7 , 48.8 , 29.0 
Damilag,2003, 117.6 , 50.5 , 22.1 , 24.1 , 179.6 , 206.2 , 393.2 , 297.7 , 208.5 , 185.9 , 41.4 , 292.1 
Damilag,2004, 33.5 , 198.9 , 62.2 , 5.1 , 212.1 , 320.8 , 227.1 , 202.2 , 266.2 , 150.1 , 11.7 , 92.7 
Damilag,2005, 57.9 , 4.3 , 93.2 , 39.4 , 161.8 , 213.6 , 175.5 , 237.7 , 208.3 , 213.6 , 57.4 , 126.5 
Damilag,2006, 129.3 , 72.4 , 61.2 , 28.2 , 109.7 , 264.4 , 180.1 , 201.9 , 154.2 , 200.2 , 75.9 , 27.2 
Damilag,2007, 91.7 , 21.8 , 26.7 , 39.9 , 114.0 , 286.5 , 367.3 , 303.0 , 227.1 , 145.0 , 151.1 , 144.8 
Damilag,2008, 168.1 , 126.5 , 167.1 , 298.5 , 158.5 , 243.6 , 243.8 , 159.0 , 260.1 , 175.3 , 172.0 , 168.7 
Damilag,2009, 512.8 , 167.4 , 20.8 , 226.3 , 217.7 , 360.7 , 262.9 , 268.5 , 135.6 , 109.0 , 332.0 , 38.6 
Damilag,2010, 211.1 , 5.8 , 26.7 , 12.7 , 187.2 , 224.3 , 307.3 , 300.0 , 304.0 , 185.7 , 174.5 , 78.0 
Damilag,2011, 304.3 , 154.4 , 260.9 , 57.9 , 321.1 , 258.1 , 304.5 , 199.4 , 158.5 , 209.8 , 146.1 , 258.1 
Damilag,2012, 73.9 , 202.2 , 144.5 , 134.1 , 117.3 , 218.9 , 245.9 , 168.7 , 195.8 , 147.6 , 114.0 , 180.3 